Classification,Common Name,Scientific Name,Population Trend,Assessment,Conservation Status,IUCN Link,Kingdom,Class
animalia — insecta,Pacific Spiketail,Cordulegaster dorsalis,Stable,Global,Least Concern,https://www.iucnredlist.org/species/50968962/65836214,animalia,insecta
animalia — insecta,American Emerald,Cordulia shurtleffii,Stable,Global,Least Concern,https://www.iucnredlist.org/species/50969369/65836229,animalia,insecta
plantae — magnoliopsida,,Cornus sericea,Increasing,Global,Least Concern,https://www.iucnredlist.org/species/64310848/67729196,plantae,magnoliopsida
plantae — magnoliopsida,Sand Cholla,Corynopuntia pulchella,Stable,Global,Least Concern,https://www.iucnredlist.org/species/152015/121454316,plantae,magnoliopsida
plantae — magnoliopsida,,Crotalaria pumila,Stable,Global,Least Concern,https://www.iucnredlist.org/species/19891771/20049942,plantae,magnoliopsida
plantae — magnoliopsida,Buffalo gourd,Cucurbita foetidissima,Stable,Global,Least Concern,https://www.iucnredlist.org/species/20742647/20755876,plantae,magnoliopsida
plantae — magnoliopsida,Coyote-melon,Cucurbita palmata,Decreasing,Global,Data Deficient,https://www.iucnredlist.org/species/109928737/109928807,plantae,magnoliopsida
plantae — magnoliopsida,Warner's Dodder,Cuscuta warneri,Unknown,Global,Data Deficient,https://www.iucnredlist.org/species/153754449/153954522,plantae,magnoliopsida
plantae — magnoliopsida,,Cylindropuntia acanthocarpa,Stable,Global,Least Concern,https://www.iucnredlist.org/species/152855/121491804,plantae,magnoliopsida
plantae — magnoliopsida,,Cylindropuntia echinocarpa,Stable,Global,Least Concern,https://www.iucnredlist.org/species/152740/121486897,plantae,magnoliopsida
plantae — magnoliopsida,,Cylindropuntia whipplei,Stable,Global,Least Concern,https://www.iucnredlist.org/species/152721/121485736,plantae,magnoliopsida
plantae — liliopsida,,Cynodon transvaalensis,Stable,Global,Least Concern,https://www.iucnredlist.org/species/44393469/44443711,plantae,liliopsida
animalia — mammalia,,Cynomys gunnisoni,Decreasing,Global,Least Concern,https://www.iucnredlist.org/species/42453/115189620,animalia,mammalia
animalia — mammalia,,Cynomys leucurus,Decreasing,Global,Least Concern,https://www.iucnredlist.org/species/42454/22261371,animalia,mammalia
animalia — mammalia,Utah Prairie Dog,Cynomys parvidens,Decreasing,Global,Endangered,https://www.iucnredlist.org/species/6090/22260975,animalia,mammalia
plantae — liliopsida,Red-root flatsedge,Cyperus erythrorhizos,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64310893/67729221,plantae,liliopsida
plantae — liliopsida,Strawcolored Flatsedge,Cyperus strigosus,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64310948/67729226,plantae,liliopsida
plantae — liliopsida,Clustered Lady's-slipper,Cypripedium fasciculatum,Decreasing,Global,Vulnerable,https://www.iucnredlist.org/species/43315656/43327649,plantae,liliopsida
plantae — liliopsida,American Yellow Lady's-slipper,Cypripedium parviflorum,Decreasing,Global,Least Concern,https://www.iucnredlist.org/species/43316816/43327704,plantae,liliopsida
plantae — magnoliopsida,,Dalea compacta,Stable,Global,Least Concern,https://www.iucnredlist.org/species/19892761/20058229,plantae,magnoliopsida
plantae — magnoliopsida,,Dalea formosa,Stable,Global,Least Concern,https://www.iucnredlist.org/species/19893131/20058877,plantae,magnoliopsida
plantae — magnoliopsida,,Dalea lasiathera,Stable,Global,Least Concern,https://www.iucnredlist.org/species/19892999/20059231,plantae,magnoliopsida
plantae — magnoliopsida,,Dalea obovata,Stable,Global,Least Concern,https://www.iucnredlist.org/species/19892391/20050344,plantae,magnoliopsida
plantae — magnoliopsida,,Dalea ornata,Stable,Global,Least Concern,https://www.iucnredlist.org/species/19892189/20050817,plantae,magnoliopsida
animalia — gastropoda,,Deroceras invadens,Increasing,"Global, Europe",Least Concern,https://www.iucnredlist.org/species/83478691/83478783,animalia,gastropoda
plantae — magnoliopsida,,Desmodium glutinosum,Stable,Global,Least Concern,https://www.iucnredlist.org/species/19892387/20062869,plantae,magnoliopsida
plantae — magnoliopsida,,Desmodium grahamii,Stable,Global,Least Concern,https://www.iucnredlist.org/species/19892074/20063284,plantae,magnoliopsida
plantae — magnoliopsida,,Desmodium intortum,Stable,Global,Least Concern,https://www.iucnredlist.org/species/19891529/20063797,plantae,magnoliopsida
plantae — magnoliopsida,,Desmodium lindheimeri,Stable,Global,Least Concern,https://www.iucnredlist.org/species/19892479/20064340,plantae,magnoliopsida
plantae — magnoliopsida,,Desmodium nuttallii,Stable,Global,Least Concern,https://www.iucnredlist.org/species/19891814/20065589,plantae,magnoliopsida
animalia — mammalia,,Dipodomys deserti,Stable,Global,Least Concern,https://www.iucnredlist.org/species/6686/22228301,animalia,mammalia
animalia — mammalia,Merriam's Kangaroo Rat,Dipodomys merriami,Stable,Global,Least Concern,https://www.iucnredlist.org/species/92465716/115515430,animalia,mammalia
animalia — mammalia,,Dipodomys microps,Stable,Global,Least Concern,https://www.iucnredlist.org/species/42603/22227645,animalia,mammalia
animalia — mammalia,Ord's Kangaroo Rat,Dipodomys ordii,Stable,Global,Least Concern,https://www.iucnredlist.org/species/6691/115083268,animalia,mammalia
animalia — reptilia,Common Desert Iguana,Dipsosaurus dorsalis,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/194975/2370621,animalia,reptilia
plantae — liliopsida,,Distichlis spicata,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64311188/67729236,plantae,liliopsida
plantae — magnoliopsida,,Downingia laeta,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64311205/67729251,plantae,magnoliopsida
animalia — bivalvia,Quagga Mussel,Dreissena bugensis,Stable,"Global, Europe",Least Concern,https://www.iucnredlist.org/species/188911/215464992,animalia,bivalvia
animalia — amphibia,Canyon Treefrog,Dryophytes arenicolor,Stable,Global,Least Concern,https://www.iucnredlist.org/species/55396/53952785,animalia,amphibia
plantae — magnoliopsida,Purple Coneflower,Echinacea purpurea,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/88323256/88323259,plantae,magnoliopsida
plantae — magnoliopsida,Triangle Cactus,Echinocactus polycephalus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/152221/121463477,plantae,magnoliopsida
plantae — magnoliopsida,Mound Hedgehog Cactus,Echinocereus triglochidiatus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/152410/121473829,plantae,magnoliopsida
plantae — liliopsida,Barnyard Grass,Echinochloa crus-galli,Increasing,Global,Least Concern,https://www.iucnredlist.org/species/169069/145082692,plantae,liliopsida
plantae — magnoliopsida,,Elaeagnus commutata,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64311251/67729266,plantae,magnoliopsida
plantae — magnoliopsida,Mudwort,Elatine triandra,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/167856/1178323,plantae,magnoliopsida
plantae — liliopsida,,Eleocharis acicularis,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/164247/1034194,plantae,liliopsida
plantae — liliopsida,Bald spikerush,Eleocharis erythropoda,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64311292/67729331,plantae,liliopsida
plantae — liliopsida,,Eleocharis flavescens,Stable,Global,Least Concern,https://www.iucnredlist.org/species/44392324/44468279,plantae,liliopsida
plantae — liliopsida,Creeping spikerush,Eleocharis macrostachya,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64311298/66891680,plantae,liliopsida
plantae — liliopsida,Common Spike-rush,Eleocharis palustris,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/163990/1017558,plantae,liliopsida
plantae — liliopsida,Beaked spikerush,Eleocharis rostellata,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64311314/67729361,plantae,liliopsida
plantae — liliopsida,Suksdorf's spikerush,Eleocharis suksdorfiana,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64311317/67729366,plantae,liliopsida
plantae — liliopsida,Slender Spike-rush,Eleocharis uniglumis,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/164239/13548404,plantae,liliopsida
animalia — insecta,,Ellychnia alexanderi,Unknown,Global,Data Deficient,https://www.iucnredlist.org/species/164015219/166771323,animalia,insecta
plantae — liliopsida,,Elodea bifoliata,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64311327/67729381,plantae,liliopsida
plantae — liliopsida,,Elodea canadensis,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/13506646/13506651,plantae,liliopsida
animalia — insecta,River Bluet,Enallagma anna,Stable,Global,Least Concern,https://www.iucnredlist.org/species/51342071/65836699,animalia,insecta
animalia — insecta,Northern Bluet,Enallagma annexum,Stable,Global,Least Concern,https://www.iucnredlist.org/species/51342193/65836704,animalia,insecta
animalia — insecta,Boreal Bluet,Enallagma boreale,Stable,Global,Least Concern,https://www.iucnredlist.org/species/51355269/65836724,animalia,insecta
animalia — insecta,Tule Bluet,Enallagma carunculatum,Stable,Global,Least Concern,https://www.iucnredlist.org/species/165079/65831144,animalia,insecta
animalia — insecta,Familiar Bluet,Enallagma civile,Stable,Global,Least Concern,https://www.iucnredlist.org/species/49254379/65836139,animalia,insecta
animalia — insecta,Alkali Bluet,Enallagma clausum,Stable,Global,Least Concern,https://www.iucnredlist.org/species/51355757/65836729,animalia,insecta
animalia — insecta,Marsh Bluet,Enallagma ebrium,Stable,Global,Least Concern,https://www.iucnredlist.org/species/165063/65829334,animalia,insecta
animalia — insecta,Arroyo Bluet,Enallagma praevarum,Stable,Global,Least Concern,https://www.iucnredlist.org/species/51357444/80690054,animalia,insecta
plantae — gnetopsida,,Ephedra aspera,Stable,Global,Least Concern,https://www.iucnredlist.org/species/201685/9164657,plantae,gnetopsida
plantae — gnetopsida,,Ephedra cutleri,Stable,Global,Least Concern,https://www.iucnredlist.org/species/201675/9162063,plantae,gnetopsida
plantae — gnetopsida,,Ephedra fasciculata,Stable,Global,Least Concern,https://www.iucnredlist.org/species/201694/9166943,plantae,gnetopsida
plantae — gnetopsida,,Ephedra torreyana,Stable,Global,Least Concern,https://www.iucnredlist.org/species/201677/9162483,plantae,gnetopsida
plantae — gnetopsida,,Ephedra viridis,Stable,Global,Least Concern,https://www.iucnredlist.org/species/201705/9169780,plantae,gnetopsida
plantae — magnoliopsida,,Epilobium ciliatum,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64311338/121902124,plantae,magnoliopsida
plantae — magnoliopsida,,Epilobium leptophyllum,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64311347/67729411,plantae,magnoliopsida
plantae — magnoliopsida,Marsh Willowherb,Epilobium palustre,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/168737/1219085,plantae,magnoliopsida
plantae — liliopsida,,Epipactis gigantea,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64311354/67729421,plantae,liliopsida
plantae — polypodiopsida,Field Horsetail,Equisetum arvense,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/167857/161580271,plantae,polypodiopsida
plantae — polypodiopsida,Rough Horsetail,Equisetum hyemale,Increasing,Global,Least Concern,https://www.iucnredlist.org/species/203003/42381564,plantae,polypodiopsida
plantae — liliopsida,,Eragrostis hypnoides,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64311363/67729431,plantae,liliopsida
plantae — magnoliopsida,,Erigeron lonchophyllus,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64311370/67729441,plantae,magnoliopsida
plantae — liliopsida,Chamisso's Cottongrass,Eriophorum chamissonis,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64311483/67729456,plantae,liliopsida
animalia — insecta,White-belted Ringtail,Erpetogomphus compositus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/51178670/80680347,animalia,insecta
animalia — insecta,Western Pondhawk,Erythemis collocata,Stable,Global,Least Concern,https://www.iucnredlist.org/species/51273218/65836509,animalia,insecta
animalia — insecta,Eastern Pondhawk,Erythemis simplicicollis,Increasing,Global,Least Concern,https://www.iucnredlist.org/species/165090/65832674,animalia,insecta
plantae — magnoliopsida,,Erythrostemon phyllanthoides,Decreasing,Global,Endangered,https://www.iucnredlist.org/species/19893082/20031740,plantae,magnoliopsida
plantae — magnoliopsida,Missouri Foxtail Cactus,Escobaria missouriensis,Stable,Global,Least Concern,https://www.iucnredlist.org/species/151844/121510797,plantae,magnoliopsida
plantae — magnoliopsida,Pincushion Cactus,Escobaria vivipara,Stable,Global,Least Concern,https://www.iucnredlist.org/species/152233/121527679,plantae,magnoliopsida
animalia — actinopterygii,Northern Pike,Esox lucius,Decreasing,Global,Least Concern,https://www.iucnredlist.org/species/135631/58312794,animalia,actinopterygii
plantae — magnoliopsida,,Eucephalus engelmannii,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64311529/67729476,plantae,magnoliopsida
animalia — bivalvia,Ridgedbeak Peaclam,Euglesa compressa,Stable,Global,Least Concern,https://www.iucnredlist.org/species/66639293/66639530,animalia,bivalvia
animalia — bivalvia,Lilljeborg's Pea Mussel,Euglesa lilljeborgii,Stable,Global,Least Concern,https://www.iucnredlist.org/species/155532/58616166,animalia,bivalvia
animalia — bivalvia,Rosy Pea Mussel,Euglesa milium,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/155923/42451946,animalia,bivalvia
animalia — bivalvia,Shining Pea Mussel,Euglesa nitida,Stable,Global,Least Concern,https://www.iucnredlist.org/species/155659/58616181,animalia,bivalvia
animalia — bivalvia,Porous Pea Mussel,Euglesa obtusalis,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/156122/4904565,animalia,bivalvia
animalia — bivalvia,Short-ended Pea Mussel,Euglesa subtruncata,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/155908/42454034,animalia,bivalvia
plantae — magnoliopsida,,Eupatorium maculatum,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64311534/67729481,plantae,magnoliopsida
plantae — magnoliopsida,,Euphorbia heterophylla,Stable,Global,Least Concern,https://www.iucnredlist.org/species/126519432/192136545,plantae,magnoliopsida
animalia — insecta,Anicia Checkerspot,Euphydryas anicia,Stable,Global,Least Concern,https://www.iucnredlist.org/species/209895813/210975081,animalia,insecta
plantae — magnoliopsida,California Barrel Cactus,Ferocactus cylindraceus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/152556/121539513,plantae,magnoliopsida
plantae — liliopsida,Ditch Fimbry,Fimbristylis schoenoides,Stable,Global,Least Concern,https://www.iucnredlist.org/species/177155/7378813,plantae,liliopsida
plantae — magnoliopsida,,Fraxinus anomala,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/96443671/96443673,plantae,magnoliopsida
plantae — magnoliopsida,,Fraxinus dipetala,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/96443856/96443862,plantae,magnoliopsida
plantae — magnoliopsida,Green Ash,Fraxinus pennsylvanica,Decreasing,Global,Critically Endangered,https://www.iucnredlist.org/species/61918934/61919002,plantae,magnoliopsida
plantae — magnoliopsida,,Fraxinus velutina,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/96444728/96444730,plantae,magnoliopsida
plantae — liliopsida,,Galanthus nivalis,Decreasing,"Global, Europe",Near Threatened,https://www.iucnredlist.org/species/162168/5551773,plantae,liliopsida
animalia — gastropoda,Prairie Fossaria,Galba bulimoides,Stable,Global,Least Concern,https://www.iucnredlist.org/species/189207/8701742,animalia,gastropoda
animalia — gastropoda,Rock Fossaria,Galba modicella,Stable,Global,Least Concern,https://www.iucnredlist.org/species/69620662/69632993,animalia,gastropoda
animalia — gastropoda,Golden Fossaria,Galba obrussa,Stable,Global,Least Concern,https://www.iucnredlist.org/species/69620696/69632998,animalia,gastropoda
animalia — gastropoda,Pygmy Fossaria,Galba parva,Stable,Global,Least Concern,https://www.iucnredlist.org/species/69620727/69633003,animalia,gastropoda
animalia — gastropoda,,Galba rustica,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/69620757/69633008,animalia,gastropoda
animalia — gastropoda,,Galba techella,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/69620782/69633013,animalia,gastropoda
animalia — actinopterygii,Western Mosquitofish,Gambusia affinis,Stable,Global,Least Concern,https://www.iucnredlist.org/species/166562/58317114,animalia,actinopterygii
plantae — magnoliopsida,,Garrya flavescens,Stable,Global,Least Concern,https://www.iucnredlist.org/species/126603572/126604169,plantae,magnoliopsida
animalia — actinopterygii,Roundtail Chub,Gila robusta,Decreasing,Global,Vulnerable,https://www.iucnredlist.org/species/62201/129987081,animalia,actinopterygii
animalia — mammalia,,Glaucomys sabrinus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/39553/22256914,animalia,mammalia
plantae — magnoliopsida,Honeylocust,Gleditsia triacanthos,Stable,Global,Least Concern,https://www.iucnredlist.org/species/62026061/62026063,plantae,magnoliopsida
plantae — liliopsida,,Glyceria borealis,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64314079/67729606,plantae,liliopsida
plantae — liliopsida,,Glyceria grandis,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64314086/67729616,plantae,liliopsida
plantae — magnoliopsida,,Glycyrrhiza lepidota,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64314157/67729646,plantae,magnoliopsida
plantae — magnoliopsida,,Gnaphalium palustre,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64314162/67729651,plantae,magnoliopsida
animalia — insecta,Plains Clubtail,Gomphurus externus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/51178920/125489263,animalia,insecta
animalia — reptilia,Mojave Desert Tortoise,Gopherus agassizii,Decreasing,Global,Critically Endangered,https://www.iucnredlist.org/species/97246272/3150871,animalia,reptilia
plantae — magnoliopsida,,Gratiola neglecta,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64314174/67729666,plantae,magnoliopsida
animalia — gastropoda,Disk Gyro,Gyraulus circumstriatus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/189394/1924799,animalia,gastropoda
plantae — magnoliopsida,Sunflower,Helianthus annuus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/19073408/47600755,plantae,magnoliopsida
plantae — magnoliopsida,Anomalus Sunflower,Helianthus anomalus,Decreasing,Global,Vulnerable,https://www.iucnredlist.org/species/20694238/20695256,plantae,magnoliopsida
plantae — magnoliopsida,Desert Sunflower,Helianthus deserticola,Unknown,Global,Data Deficient,https://www.iucnredlist.org/species/20694284/20695291,plantae,magnoliopsida
plantae — magnoliopsida,Maximilian's Sunflower,Helianthus maximiliani,Stable,Global,Least Concern,https://www.iucnredlist.org/species/20694305/20695316,plantae,magnoliopsida
plantae — magnoliopsida,Nuttall's Sunflower,Helianthus nuttallii,Stable,Global,Least Concern,https://www.iucnredlist.org/species/20694327/20695331,plantae,magnoliopsida
plantae — magnoliopsida,Deceptive Sunflower,Helianthus petiolaris,Stable,Global,Least Concern,https://www.iucnredlist.org/species/20694339/20695346,plantae,magnoliopsida
plantae — magnoliopsida,Jerusalem-artichoke,Helianthus tuberosus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/20694364/20695376,plantae,magnoliopsida
plantae — liliopsida,,Helictotrichon canescens,Stable,Global,Least Concern,https://www.iucnredlist.org/species/44392205/44445105,plantae,liliopsida
animalia — insecta,American Rubyspot,Hetaerina americana,Stable,Global,Least Concern,https://www.iucnredlist.org/species/51293948/65836649,animalia,insecta
animalia — insecta,Canyon Rubyspot,Hetaerina vulnerata,Stable,Global,Least Concern,https://www.iucnredlist.org/species/164990/80693642,animalia,insecta
plantae — magnoliopsida,,Hibiscus moscheutos,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64314251/67729691,plantae,magnoliopsida
plantae — magnoliopsida,Mare's-tail,Hippuris vulgaris,Stable,Global,Least Concern,https://www.iucnredlist.org/species/167870/1178985,plantae,magnoliopsida
plantae — magnoliopsida,,Hoffmannseggia repens,Stable,Global,Near Threatened,https://www.iucnredlist.org/species/19891635/20078730,plantae,magnoliopsida
plantae — liliopsida,California Barley,Hordeum brachyantherum,Stable,Global,Least Concern,https://www.iucnredlist.org/species/21344051/21413445,plantae,liliopsida
plantae — liliopsida,Foxtail Barley,Hordeum jubatum,Stable,Global,Least Concern,https://www.iucnredlist.org/species/21344760/21413510,plantae,liliopsida
plantae — liliopsida,Little Barley,Hordeum pusillum,Stable,Global,Least Concern,https://www.iucnredlist.org/species/21345256/21413380,plantae,liliopsida
plantae — magnoliopsida,,Hypericum anagalloides,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64314709/67729711,plantae,magnoliopsida
animalia — reptilia,Desert Nightsnake,Hypsiglena chlorophaea,Stable,Global,Least Concern,https://www.iucnredlist.org/species/90067352/90067375,animalia,reptilia
animalia — mammalia,Thirteen-lined Ground Squirrel,Ictidomys tridecemlineatus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/42564/22263122,animalia,mammalia
animalia — mammalia,,Idionycteris phyllotis,Stable,Global,Least Concern,https://www.iucnredlist.org/species/10790/21990019,animalia,mammalia
plantae — magnoliopsida,,Indigofera miniata,Stable,Global,Least Concern,https://www.iucnredlist.org/species/19892543/20086067,plantae,magnoliopsida
plantae — liliopsida,,Iris missouriensis,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64315039/67729746,plantae,liliopsida
animalia — insecta,Desert Forktail,Ischnura barberi,Stable,Global,Least Concern,https://www.iucnredlist.org/species/51361495/80685300,animalia,insecta
animalia — insecta,Pacific Forktail,Ischnura cervula,Stable,Global,Least Concern,https://www.iucnredlist.org/species/51361508/65836759,animalia,insecta
animalia — insecta,Plains Forktail,Ischnura damula,Stable,Global,Least Concern,https://www.iucnredlist.org/species/51361532/65836764,animalia,insecta
animalia — insecta,Mexican Forktail,Ischnura demorsa,Stable,Global,Least Concern,https://www.iucnredlist.org/species/51361536/80681414,animalia,insecta
animalia — insecta,Black-fronted Forktail,Ischnura denticollis,Stable,Global,Least Concern,https://www.iucnredlist.org/species/51361552/80681399,animalia,insecta
animalia — insecta,Western Forktail,Ischnura perparva,Stable,Global,Least Concern,https://www.iucnredlist.org/species/165003/65826028,animalia,insecta
plantae — lycopodiopsida,,Isoetes bolanderi,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64315121/67729771,plantae,lycopodiopsida
plantae — lycopodiopsida,,Isoetes howellii,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64315204/67729781,plantae,lycopodiopsida
plantae — magnoliopsida,,Iva xanthifolia,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64315276/67729806,plantae,magnoliopsida
plantae — magnoliopsida,Arizona Walnut,Juglans major,Stable,Global,Least Concern,https://www.iucnredlist.org/species/66813121/66813150,plantae,magnoliopsida
plantae — magnoliopsida,Black Walnut,Juglans nigra,Stable,Global,Least Concern,https://www.iucnredlist.org/species/62019712/62019714,plantae,magnoliopsida
plantae — liliopsida,Alpine Rush,Juncus alpinoarticulatus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/19619028/19620901,plantae,liliopsida
plantae — liliopsida,,Juncus articulatus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/163984/5681486,plantae,liliopsida
plantae — liliopsida,Round-fruited Rush,Juncus compressus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/164391/42393382,plantae,liliopsida
plantae — liliopsida,Compact Rush,Juncus conglomeratus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/164416/42393654,plantae,liliopsida
plantae — liliopsida,,Juncus mertensianus,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64315615/67729872,plantae,liliopsida
plantae — liliopsida,,Juncus nodosus,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64315636/67729882,plantae,liliopsida
plantae — pinopsida,Common Juniper,Juniperus communis,Increasing,Global,Least Concern,https://www.iucnredlist.org/species/42229/2963096,plantae,pinopsida
plantae — pinopsida,Utah Juniper,Juniperus osteosperma,Increasing,Global,Least Concern,https://www.iucnredlist.org/species/42241/2965708,plantae,pinopsida
plantae — pinopsida,Rocky Mountain Juniper,Juniperus scopulorum,Increasing,Global,Least Concern,https://www.iucnredlist.org/species/42252/2967054,plantae,pinopsida
animalia — insecta,Common Buckeye,Junonia coenia,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/173004520/173053306,animalia,insecta
plantae — magnoliopsida,,Kalmia microphylla,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64316798/67729922,plantae,magnoliopsida
plantae — liliopsida,,Kobresia simpliciuscula,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/19618171/19620861,plantae,liliopsida
plantae — magnoliopsida,,Lackeya multiflora,Stable,Global,Least Concern,https://www.iucnredlist.org/species/19891627/20091575,plantae,magnoliopsida
fungi — agaricomycetes,,Lactarius alnicola,Stable,Global,Least Concern,https://www.iucnredlist.org/species/260438190/260438192,fungi,agaricomycetes
fungi — agaricomycetes,,Lactarius badiosanguineus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/260436492/260436494,fungi,agaricomycetes
fungi — agaricomycetes,,Lactarius controversus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/227002083/260384582,fungi,agaricomycetes
fungi — agaricomycetes,,Lactarius deterrimus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/122090586/260428575,fungi,agaricomycetes
fungi — agaricomycetes,,Lactarius hepaticus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/260392021/260392023,fungi,agaricomycetes
fungi — agaricomycetes,,Lactarius repraesentaneus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/260382385/260382387,fungi,agaricomycetes
fungi — agaricomycetes,,Lactarius torminosus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/122090603/260425105,fungi,agaricomycetes
fungi — agaricomycetes,,Lactifluus volemus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/260333037/260410655,fungi,agaricomycetes
animalia — gastropoda,Marsh Pondsnail,Ladislavella elodes,Stable,Global,Least Concern,https://www.iucnredlist.org/species/189641/1930093,animalia,gastropoda
animalia — insecta,Chalk-fronted Corporal,Ladona julia,Stable,Global,Least Concern,https://www.iucnredlist.org/species/51274589/65836519,animalia,insecta
animalia — reptilia,Central Plains Milksnake,Lampropeltis gentilis,Stable,Global,Least Concern,https://www.iucnredlist.org/species/90069282/90069314,animalia,reptilia
animalia — reptilia,Sonoran Mountain Kingsnake,Lampropeltis pyromelana,Stable,Global,Least Concern,https://www.iucnredlist.org/species/68045250/68045261,animalia,reptilia
animalia — mammalia,Hoary Bat,Lasiurus cinereus,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/11345/22120305,animalia,mammalia
animalia — mammalia,,Lemmiscus curtatus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/42624/115196202,animalia,mammalia
plantae — liliopsida,Common Duckweed,Lemna minor,Stable,Global,Least Concern,https://www.iucnredlist.org/species/164057/120125670,plantae,liliopsida
plantae — liliopsida,,Lemna minuta,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64316939/67729952,plantae,liliopsida
plantae — liliopsida,Red Dukweed,Lemna turionifera,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/167881/42396780,plantae,liliopsida
plantae — liliopsida,,Lemna valdiviana,Stable,Global,Least Concern,https://www.iucnredlist.org/species/192003502/192139619,plantae,liliopsida
animalia — mammalia,Snowshoe Hare,Lepus americanus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/41273/45185466,animalia,mammalia
animalia — mammalia,Black-tailed Jackrabbit,Lepus californicus,Decreasing,Global,Least Concern,https://www.iucnredlist.org/species/41276/45186309,animalia,mammalia
animalia — mammalia,White-tailed Jackrabbit,Lepus townsendii,Decreasing,Global,Least Concern,https://www.iucnredlist.org/species/41288/45189364,animalia,mammalia
plantae — magnoliopsida,,Lespedeza hirta,Stable,Global,Least Concern,https://www.iucnredlist.org/species/19892369/20094485,plantae,magnoliopsida
